Artist,Title,Grammar,Vocabulary,Culture,Country,Other,,,,,,
"Monreal, Sonny",You are the one,"pedir, poder, querer present indicative",,English/Spanish,República Dominicana,http://www.youtube.com/watch?v=t0TkJKX_92A  ,,,,,,
"Montana, Joey",La Melodía,subjunctives,contigo,real name:  Edgardo Antonio Miranda Beiro,Panamá,http://www.youtube.com/watch?v=5BcC0KOrm4o&feature=related : http://www.youtube.com/watch?v=6b5zSAZKBB8,,,,,,
"Montaner, Ricky y Mau",Hoy,multiple tenses,"me duele, tengo ganas","brothers born in Venezuela, based in U.S.",U.S./Venezuela,http://www.youtube.com/watch?v=lE_747E_Sdg&feature=related  ; http://www.youtube.com/watch?v=W0NBR67DkHY&feature=player_embedded#!,,,,,,
"Montero, Amaia",Caminando,many tenses,,,Spain,http://www.youtube.com/watch?v=hq9jNYppEYo,,,,,,
"Montero, Amaia",Quiero ser,infinitives,,,Spain,,,,,,,
"Montero, Amaia",Sin miedo a nada,"reflexive verbs, indirect objects",,,Spain,,,,,,,
Montuca Sound System,Un poco de amor,,,problems in the world,Honduras,http://www.youtube.com/watch?v=z1TW9QNBfuE,,,,,,
"Moreno, Gaby",Ave que emigra,,,,Guatemala,http://www.youtube.com/watch?v=kXCPYr1gZ94,,,,,,
"Moreno, Gaby",Juegos y Miedos,,,,Guatemala,https://www.youtube.com/watch?v=aWdSTyvAp3g,,,,,,
"Moreno, Gaby",No estoy tan mal,"estoy, present progressive",,,Guatemala,http://www.youtube.com/watch?v=Wy6V5UPpXVI,,,,,,
"Moreno, Gaby",Qué voy a hacer,,,,Guatemala,https://www.youtube.com/watch?v=T3B-LU5hNTY,,,,,,
"Moreno, Gaby","Quizás, Quizás, Quizás",,,,Guatemala,http://www.youtube.com/watch?v=AdBM6N2Zbv4&feature=fvwrel ; https://www.youtube.com/watch?v=AdBM6N2Zbv4,,,,,,
"Moreno, Gaby with Adam Levy",Nostalgia,,,,Guatemala,https://www.youtube.com/watch?v=G88wLuTH-w0,,,,,,
"Morrison, Carla",Compartir,present indicative,sentidos,,México,http://www.youtube.com/watch?v=xdfik2FRhck&feature=player_embedded#!,,,,,,
"Mota, Jose",Si no fuera rico,si clauses,,from the show La hora de Jose Mota,Spain,http://www.youtube.com/watch?feature=player_embedded&v=ES3jMK47UZ0#,,,,,,
Motel,Dime Ven,affirmative commands,,,México,http://www.youtube.com/watch?v=FyBhIlpngf8&feature=related,,,,,,
Motel,Donde te perdí,oject pronouns,,,México,http://www.youtube.com/watch?v=IbUzow6npP8,,,,,,
Motel,Entre caminos,present indicative; attached object pronouns,,,México,https://www.youtube.com/watch?feature=player_embedded&v=gp8Lj8SGPio,,,,,,
Motel,Somos aire,present indicative,,,México,http://www.youtube.com/watch?v=dwehVrvaYA8,,,,,,
"Motel, feat. Bimba Bosé",Entre caminos,"present indicative, verb +infinitive, object pronouns",,,México,http://www.youtube.com/watch?v=gp8Lj8SGPio,,,,,,
Mr. Kilombo,Quédate a mi la'o,future,,,España,http://www.youtube.com/watch?v=VNXCWs4DaqM,,,,,,
"Mulata, María",A dónde van (Colombia),,,"commentary on Colombia, where are the voices",Colombia,http://www.youtube.com/watch?v=B0FuqMr3xsk&feature=related,,,,,,
"Mulata, María",Dame la mano prima,,,bullerengue,Colombia,http://www.youtube.com/watch?v=4DL6Xu7d_XY&feature=related,,,,,,
"Mulata, María",Parece que va a llove',,,cities in Colombia ,Colombia,http://www.youtube.com/watch?v=fvNFBCOPMDk&feature=related,,,,,,
"Muñoz, Victor",Mi Princesa,present subjunctive: quiero que,,references to multiple Disney princesses,Venezuela,http://www.youtube.com/watch?feature=player_embedded&v=dEw0532aC18,,,,,,
Nach y Cres,Por amor al arte,,art,,Spain,http://www.youtube.com/watch?v=Mk3dFRm9Bx0,,,,,,
Nada que decir,Si te digo ven,object pronouns in multiple places,,,Spain,http://www.youtube.com/watch?v=D7HHIKoe8XU,,,,,,
"Nadal, Fidel",Te robaste mi corazón,"preterite, imperfect, past perfect",,,Argentina,http://www.youtube.com/watch?v=LNvh8PmMZwk,,,,,,
"Naim, Yael","New Soul, Sonríe y Sé feliz",informal commands ,"friendship, optimism, positivism","song in English, book in Spanish",,http://www.youtube.com/watch?v=flTMHB16K7M,,,,,,
Napoleon Solo,Tiene que acabar,,,,Spain,http://www.youtube.com/watch?v=dgUTGdE7b5k&feature=player_embedded#at=25,,,,,,
Nek,Deseo que ya no puede ser,"future, stem changing verbs",,love,Italy,,,,,,,
Nena Daconte,Ay! Amor,,,Barcelona,Spain,http://www.youtube.com/watch?v=7jBOdMn6tog,,,,,,
No te va gustar,Cero a la izquierda,,,,Uruguay,http://www.youtube.com/watch?v=FDMSJeJ7_Oc&feature=player_embedded#at=25,,,,,,
No te va gustar,Chau,"preterite, imperfect",,"cute video, school, robot",Uruguay,http://www.youtube.com/watch?v=bTLNe-xpF44,,,,,,
NOTA,Con mi nota en do,,,a cappella group; video poor quality,Puerto Rico,http://www.youtube.com/watch?v=Uph7by4dWoI&feature=player_embedded,,,,,,
NOTA,"My Girl, Te amo",,weather,"a cappella group; mp 3 file only, video added",Puerto Rico,http://www.youtube.com/watch?v=-zH1yipqWyg&feature=player_embedded ; http://www.youtube.com/watch?v=QhcIucJDLUs&feature=fvsr,,,,,,
NOTA,Qué tengo que hacer,,,a cappella group,Puerto Rico,http://www.youtube.com/watch?v=a7Qw47p5fgM&feature=player_embedded,,,,,,
NOTA,Todo cambió,pretérito   little imperfect,,a cappella group ,Puerto Rico,http://www.youtube.com/watch?v=XQ8qKXa66vQ&feature=player_embedded,,,,,,
"Nova, Debi","Arriba, Arriba",nosotros commands,"logro, sueno, desafio, exito",Juegos Centroamericanos 2013 official song,Costa Rica,http://www.youtube.com/watch?v=6kzW8mBvArg&feature=player_embedded,,,,,,
"Ochoa, Amparo",La mujer,"preterite, imperfect, reflexive",,,Mexico,,,,,,,
Octavia,Bienvenido,past participle,,,Bolivia,http://www.youtube.com/watch?v=T3qZx5B1Pxc,,,,,,
Odisea,Cabros,,,,Chile,,,,,,,
Onda Vaga,Mambeado,,"luna, sol, estrella, tierra, cielo",,Argentina,http://www.youtube.com/watch?v=ufS9fROh6Z4&feature=related,,,,,,
Onda Vaga,Parte 1,,,La Blogotheque Series Take Away Show,Argentina,http://www.youtube.com/watch?v=xsLuMy3a0O0&feature=mfu_in_order&list=UL,,,,,,
Onda Vaga,Parte 2,,,Parque Centenario?,Argentina,http://www.youtube.com/watch?v=kOhTL_brmZg&feature=mfu_in_order&list=UL,,,,,,
Onda Vaga,Parte 3,,,,Argentina,http://www.youtube.com/watch?v=UyK6vnakGIg&feature=mfu_in_order&list=UL,,,,,,
Onda Vaga,Parte 4,,,,Argentina,http://www.youtube.com/watch?v=TA3Ie8VJS5k&feature=mfu_in_order&list=UL,,,,,,
Orishas,537 Cuba,,,,Cuba,http://www.youtube.com/watch?v=L2eV20UhkQk&feature=related,,,,,,
Orishas,El Kilo,,,"social injustice, poverty, Castro; el kilo is a slang term for a cent",Cuba,http://www.youtube.com/watch?v=IQspTWQZEgM,,,,,,
Orishas,Hay un son,,,African diaspora,Cuba,http://www.youtube.com/watch?v=67Tq1qkvXZw&feature=fvst,,,,,,
Orishas,Nací Orishas,,,"African diaspora, Cuban pride",Cuba,http://www.youtube.com/watch?v=iKMJrgEBss0,,,,,,
"Orozco, Antonio",Es mi soledad,,,,España,http://www.youtube.com/watch?v=nuu_Z4I7nIQ,,,,,,
"Orozco, Antonio",Llévetelo,"familiar commands, subjunctive, imperfect",,,Spain,,,,,,,
"Orozco, Antonio",Un lugar,,,,,http://www.youtube.com/watch?v=kStKrUe2GPg,,,,,,
"Orozco, Antonio con Luis Fonsi ",Ya lo sabes,infinitives,,,España/ Puerto Rico,http://www.youtube.com/watch?v=2vRjGYDaWOM,,,,,,
OV7,Enloqueceme,,,,México,https://www.youtube.com/watch?v=u7CqVJmwmCI,,,,,,
OV7,Prisioneros,,,Spanish/English lyrics  Take on me (1985 A-ha),México,http://www.youtube.com/watch?v=ynhQtjgYA4Y&feature=branded,,,,,,
OV7,Shabadabada,,"weather, geography",Kalimba was an original member of this group,México,http://www.youtube.com/watch?v=_AFBDwZs-wo,,,,,,
OV7,Te quiero tanto,,,,México,https://www.youtube.com/watch?v=4uCxsKSGB-A,,,,,,
OV7,Tenemos un secreto,preterite and imperfect. Present indicative,,,México,https://www.youtube.com/watch?v=Uz4Sri7oK-w,,,,,,
Ozomatlí,Cumbia de los muertos,,,Día de los muertos,U.S./ México,http://www.youtube.com/watch?feature=player_embedded&v=d6w7UsPSbgk,,,,,,
Ozomatlí,La Gallina,familiar commands,,,U.S.,http://www.youtube.com/watch?v=GyOs50NE8u4,,,,,,
Paco de Lucía   ,Concierto Aranjuez  Adagio,,,classical guitar and orchestra,Spain,https://www.youtube.com/watch?v=e9RS4biqyAc,,,,,,
Paco de Lucía   ,Entre Dos Aguas,,,classical guitar ,Spain,https://www.youtube.com/watch?v=2oyhlad64-s,,,,,,
"Paez, Fito",Un beso y una flor,future,,immigration,Argentina,http://www.youtube.com/watch?v=LjM3YWUrELw,,,,,,
Papa Topo,Lo que me gusta del verano,,summer,few questionable images at beginning,Spain,https://www.youtube.com/watch?feature=player_embedded&v=1xtfCZENOhw,,,,,,
Papa Topo,Oso Panda,familiar command dime,"por donde, andar",,Spain,http://www.youtube.com/watch?v=hleYkbSfjeg,,,,,,
Papi Shulo,El emigrante,,,Immigration      rap,,https://www.youtube.com/watch?v=mXGqL8qAe2M,,,,,,
Pasabordo,Te quiero amar,future; present subjunctive,colors,with subtitles,Colombia,https://www.youtube.com/watch?feature=player_embedded&v=zSF30HQcvnQ,,,,,,
Pasto,Gran Bailable,,,,Chile,http://www.youtube.com/watch?v=C8guWZakReU,,,,,,
Pasto,Gran Bailable video oficial/original,,,,Chile,http://www.youtube.com/watch?v=JYTuoWK2qbc,,,,,,
"Pastorutti, Natalia feat. Schajris, Noel",Fui yo,preterite,,,Argentina (but he's a Mexican citizen now),http://www.youtube.com/watch?v=MX82h4GSt3A,,,,,,
"Pausini, Laura",Bienvenido,future; a,,filmed in Amsterdam,Italy,http://www.youtube.com/watch?v=FoOkSaZErAc&ob=av2e,,,,,,
"Pausini, Laura",La Amistad,,friendship,,Italy,http://www.youtube.com/watch?v=C9rX1o2RZc8&feature=player_embedded,,,,,,
PeeWee,Duele decirte adios,"many tenses, but good for present perfect",,,México,http://www.youtube.com/watch?v=yJM3AH4n1fg,,,,,,
"Pelaez, Felipe",Tengo ganas,,,"Argentina:  Glacier Perito Moreno, Patagon ",Colombia,http://www.youtube.com/watch?v=3-TSNDdxjMY,,,,,,
"Peláez, Felipe & Julián, Manuel","tener ganas, direct object pronouns",,,"filmed in Patagonia, Glaciar Perito Moreno",Colombia,http://www.youtube.com/watch?v=3-TSNDdxjMY,,,,,,
"Peña, Jennifer",Vamos al mundial,,,FIFA 2002,U.S.,http://www.youtube.com/watch?v=QmW-KIO_aK8&feature=player_embedded,,,,,,
"Perales, José Luis",Que canten los niños,present subjunctive,,deseos para el futuro,Spain,http://www.youtube.com/watch?v=Ilv2AvJiW_c&feature=player_embedded,,,,,,
"Perroni, Maite",Tu y yo,"preterite: dar, querer, hacer, ser; present indicative: ser, decir, querer, morir; present subjunctive",,member of the former RBD,México,http://www.youtube.com/watch?v=73NovMFP1L0,,,,,,
Perú,Bailes Nativos de Cusco,,,,Perú,http://www.youtube.com/watch?v=k0emMwzIJFI&feature=player_embedded#!,,,,,,
Perú,Todo el mundo es música,,,"series of 6 videos for music in Argentina, Cuba, Mexico, Honduras, Peru",Perú,http://www.rtve.es/alacarta/videos/todo-el-mundo-es-musica/,,,,,,
Perú  Parque Nacional del Manu (Paraíso de la selva Amazónica) ,,,,beautiful video of Perú,Perú,http://www.youtube.com/watch?feature=player_embedded&v=yAz1pTjDm_k#!,,,,,,
Pescozada,Una ilusión ,,,Immigration,El Salvador,https://www.youtube.com/watch?v=BYYJzW71Qo0,,,,,,
Phineas y Ferb,Cancion del verano,,summer,from the TV cartoon,U.S.,https://www.youtube.com/watch?feature=player_embedded&v=NCsxvmGMAOk,,,,,,
Pignoise,Todo me da igual,preterite versus imperfect,animals,,Spain,,,,,,,
Pignose,Quiero,quiero ; preterite,,"""mierda""",Spain,http://www.youtube.com/watch?v=_kOF5odj7is&feature=player_embedded,,,,,,
"Pimienta, Lido",Humano,"soy, eres, es",nationalities,,Colombia,http://www.youtube.com/watch?v=1Jt-uzDQKSA,,,,,,
"Piña, Juan",Homenaje a la música colombiana,,,,Colombia,http://www.youtube.com/watch?v=1A3X1MUZe_I&feature=related,,,,,,
Pitbull,Sube las manos pa arriba,,,one of the few Pitbull songs that can be used in public school,U.S.,http://www.youtube.com/watch?feature=player_embedded&v=vaqHAsib8UY,,,,,,
Plan B,Es un secreto,,,,Domincan Republic,http://www.youtube.com/watch?v=AgAdtZKKrcQ,,,,,,
Plaza Sésamo,Canción de Primavera,,"weather, nature, seasons",,,http://www.youtube.com/watch?v=GLMjII0xm0U,,,,,,
Plaza Sésamo,Canción:  Mambo Ayayay,,,,,http://www.youtube.com/watch?v=dD-8jeR9ebQ,,,,,,
Plaza Sésamo,Enrique y el trueno de la tormenta,,"weather, storms",,,http://www.youtube.com/watch?v=J5LICOuqOWw&feature=results_video&playnext=1&list=PLFE18F36287B24AF7,,,,,,
Plaza Sésamo,Las Partes del Cuerpo,,parts of the body,,,http://www.youtube.com/watch?v=ra7JjReOM_M&feature=player_embedded#!,,,,,,
Plaza Sésamo,Rock de las vocales,,,,,http://www.youtube.com/watch?v=xp960Wuev9s,,,,https://www.youtube.com/watch?v=D9bMXdxKAog,,
Poetry in song, YoTe Nombro Libertad,por,freedom,sung by Ana Guevera,,http://www.youtube.com/watch?v=f7jlUKDfA8k&feature=player_embedded#!,,,,,,
Poetry in song,Al Alba,subjunctive,nature,poem by Luis Eduardo Alte sung by Silvio Rodriguez,,http://www.youtube.com/watch?v=zPW_iz40Bl0&feature=player_embedded#!,,,,,,
Pol 3.14,Bipolar,"present indicative, infinitives",,,Spain,,,,,,,
"Polanco, Jovanny",Dominicano ausente,,,,Domincan Republic,,,,,,,
Polock,Fireworks,,,"from Barcelona, singing in English",Spain,http://www.youtube.com/watch?v=xqtpjNEBe1g,,,,,,
"Portabales, Guillermo",Cuando salí de Cuba,,,,Cuba,http://www.youtube.com/watch?v=VRQSyTCsWtc&feature=related,,,,,,
Prima J,Nadie,,,,U.S.,,,,,,,
Prince Royce,Corazón sin cara,,"adjectives, beauty","women, self image","United States, Dominican Republic",,,,,,,
Prince Royce,Darte un beso,past subjunctive/conditional,,,U.S./Dominican Republic,https://www.youtube.com/watch?feature=player_embedded&v=BFLKccoCnjU,,,,,,
Prince Royce,Darte un beso,,,"lyric video, more appropriate for school",U.S./Dominican Republic,https://www.youtube.com/watch?feature=player_embedded&v=laRdQGT3bT0,,,,,,
Prince Royce,El Amor que perdimos,,,,"U.S., Dominican Republic",http://www.youtube.com/watch?v=-fCraMMQqx4&feature=related,,,,,,
Prince Royce,Incondicional,"present indicative, preterite, present perfect",,,U.S.,http://www.youtube.com/watch?v=hpzT6Wq6pKY,,,,,,
Prince Royce,Las cosas pequeñas,,te quiero/te amo,love,U.S./Dominican Republic,http://www.youtube.com/watch?v=cpZZKtRvAj8,,,,,,
Prince Royce,Stand by me,,,,"United States, Dominican Republic",,,,,,,
Prince Royce,Te me vas,preterite/imperfect; irse,,,U.S.,http://www.youtube.com/watch?feature=player_embedded&v=9PCjVwJo3EI,,,,,,
Prince Royce,Te regalo el mar,present indicative,,,U.S.,https://www.youtube.com/watch?v=fPhvxvuRzI4,,,,,,
Prince Royce,Te Robaré,,,,U.S.,https://www.youtube.com/watch?v=cMtBOR_U-pI,,,,,,
Prince Royce ,Nada,"me falta, nos falta, te falta",,lyrics not appropriate for high school,U.S.,https://www.youtube.com/watch?v=aN8IiYilntE,,,,,,
Prince Royce with Maná,El Verdadero Amor Perdona,,,,"México, U.S.",http://www.youtube.com/watch?v=PqYr_MQW-lQ&feature=relmfu,,,,,,
Profa T,Princess of Ser,Ser,,teacher created video,U.S.,http://www.youtube.com/watch?v=w_D08ltoOns&feature=mfu_in_order&list=UL,,,,,,
Profa T,Pronoun Paradise,subject pronouns,,teacher created video,U.S.,http://www.youtube.com/watch?v=ZWDoKY4VVuc,,,,,,
Profa T,Roberto y el Señor Pato,prepositions ,,teacher created video,U.S.,http://www.youtube.com/watch?v=Mae9IkNgAQ0&feature=mfu_in_order&list=UL,,,,,,
Profesor Pospnugle,Me gusta hacer turismo,,,travel,Spain,http://www.youtube.com/watch?v=iLMycZmVt70&feature=player_embedded#!,,,,,,
Pulcino Pio,El Pollito Pio,,animals; sounds,,Spain,http://www.youtube.com/watch?feature=player_embedded&v=dhsy6epaJGs,,,,,,
Queen in Spanish,We are the champions:  Somos los campeones,,soccer,2012 Champions,Spain,https://www.youtube.com/watch?v=-wpQthz5_DQ,,,,,,
Quinceañera,Mi Sexy Chambelán,,,"video from a quinceañera who wants sexy ""chambelánes""",México,http://www.youtube.com/watch?v=c2ByEeR9Jbg&feature=player_embedded#!,,,,,,
"Quintanilla, A.B.",Blanco y Negro,,,brother of Selena,U.S.,https://www.youtube.com/watch?feature=player_embedded&v=MIWa9MGKPXA,,,,,,
Radio Capital,La vida boheme,,"nuestra, nuestro, fiesta",minimal words,Venezuela,http://www.youtube.com/watch?v=seqv_RhDayg,,,,,,
Rafi-el,Senda,,,English/Spanish  Pablo Neruda,U.S.,https://www.youtube.com/watch?v=QtLjqxoQ8tk,,,,,,
Rafi-el ft. Heidy, Siempre Quiero Más,,,cover of Just Can't Get Enough by Depeche Mode,U.S.,https://www.youtube.com/watch?v=KogYx8TJsFM,,,,,,
Raka Dun (Los Rakas),Sueno Americano,present indicative,,"immigration, American dream","Panamá, U.S.",http://www.youtube.com/watch?feature=player_embedded&v=PFNct-X82hI#at=186,,,,,,
Raka Dun (Los Rakas),Sueño Americano ,,,Immigration,Panamá,http://www.youtube.com/watch?v=lqVTj-Zzg9o,,,,,,
Rakel,Lo que respiras,,,,Colombia,http://www.youtube.com/watch?v=0gp2pujL2Rk&feature=player_embedded#at=58,,,,,,
Raquel Sofia,Cada dia,,,,Puerto Rico,http://www.youtube.com/watch?v=QIBn6u3ZSxQ,,,,,,
Raquel Sofia,No me importas,,,,Puerto Rico,http://www.youtube.com/watch?v=3XwLBFfwQVk,,,,,,
Rasel,Viven,"present indicative, gerunds, yo sé",,,Spain,http://www.youtube.com/watch?v=-jPQkTQgTMQ&feature=player_embedded,,,,,,
RBD,"Mexico, Mexico",,"orgullo, bandera, si se puede","cinco de mayo, Mexico, soccer",Mexico,http://www.youtube.com/watch?v=_j0PwkCgfRo&feature=avmsc2,,,,,,
RBD,Ser o parecer,"present indicative, preterite",,,Mexico,http://www.youtube.com/watch?v=sXIl4dPkLiU&feature=channel,,,,,,
Reik,A Ciegas,"future, preterite, many tenses",,,México,http://www.youtube.com/watch?v=Fo55vucNgMU,,,,,,
Reik,Con la cara en alto,many tenses,,lyric video,México,https://www.youtube.com/watch?feature=player_embedded&v=TaJb7YHc-Vc,,,,,,
Reik,Creo en ti,,,,México,http://www.youtube.com/watch?v=9fVnh0fKeoI,,,,,,
Reik,Fui,"soy, fui, fue",,,Mexico,http://www.youtube.com/watch?v=tNZqGgkEbAo,,,,,,
Reik,Inolvidable,many tenses,,,Mexico,http://www.youtube.com/watch?v=zjpSX6fCPDc,,,,,,
Reik,Me duele amarte,me duele,,,México,http://www.youtube.com/watch?v=0i7-nNOCjiM,,,,,,
Reik,Peligro,present indicative,,,México,http://www.youtube.com/watch?v=ZtawTwMpg0A,,,,,,
Reik,Te fuiste de aqui,preterite; irse,,,Mexico,http://www.youtube.com/watch?v=fRKg6QNLoYY&feature=player_embedded,,,,,,
Reik,Tu mirada,"imperfect, preterite",,,México,http://www.youtube.com/watch?v=79D4CCyFcSY,,,,,,
Reik,Yo Quisiera,past subjunctive,,,México,http://www.youtube.com/watch?v=QZKrLIoMyxY&feature=relmfu,,,,,,
Revolver,Quiero aire,,,"brisa, mar, aire, desierto",Spain,http://www.youtube.com/watch?v=D6bNbleh7Wo&feature=player_embedded,,,,,,
Reyli,Amor del bueno,preterite/imperfect,"luna, lluvia, desierto, ",,México,http://www.vevo.com/watch/reyli-barba/amor-del-bueno/MXF140500203?syndicationid=bb8a16ab-1279-4f17-969b-1dba5eb60eda&shortlink=hfvI4p&country=US#sthash.Q0ELl38b.dpuf,,,,,,
Reyli y Yuridia,Qué nos pasó,"reflexive verbs, preterite, object pronouns, future",,,México,http://www.youtube.com/watch?v=cFKAptqRILg,,,,,,
Rhett & Link,The Guacamole Song,,food,"in English, but with the recipe for Guacamole; from the Food Network",U.S.,http://www.youtube.com/watch?v=kRlqsvphYww&feature=player_embedded,,,,,,
Righeira,Vamos a la playa,,,"1983; catchy, kids love it",Spain/Italy,http://www.youtube.com/watch?feature=player_embedded&v=4yng-EO_IJA,,,,,,
"Rio, the movie",Real in Rio from the movie,,"nature, animals","video good for animals, colors, nature",,http://www.youtube.com/watch?feature=player_embedded&v=q5_N-oygltM,,,,,,
"Rivera, Jerry",Puerto Rico,imperfect,de niño; boricua,images of Puerto Rico,Puerto Rico,http://www.youtube.com/watch?v=WNID-Oz1o90&feature=fvst,,,,,,
"Rivera, Kiko ft. David Tavare","Victory (Olé, Olé, Olé)",,,"futbol, soccer",,https://www.youtube.com/watch?v=RWAvLvuEBd4,,,,,,
Robertsun ???,"Madrid, Madrid, me gusta Madrid",,,"travel, Madrid",Spain,http://www.youtube.com/watch?v=hZNNHmL6zdA&feature=player_embedded,,,,,,
Rodrigo y Gabriela,Diablo Rojo,,,"instrumental, kids love this",Mexico,http://www.youtube.com/watch?v=-lvMQCmUVv8,,,,,,
Rodrigo y Gabriela,Hanuman,,,"instrumental, kids love this",Mexico,official video:  http://www.youtube.com/watch?v=zklkfG47Th0&feature=fvst   http://www.youtube.com/watch?v=ENBX_v1Po1Y,,,,,,
Rodrigo y Gabriela,Hora Zero with the LA Philharmonic,,,,,http://www.youtube.com/watch?v=RazzaKKvuZE,,,,,,
Rodrigo y Gabriela,Orion,,,"instrumental, kids love this",Mexico,http://www.youtube.com/watch?v=L0CsLefLisE,,,,,,
Rodrigo y Gabriela,Stairway to Heaven,,,"instrumental, kids love this",Mexico,http://www.youtube.com/watch?v=vNc5o9TU0t0,,,,,,
Rodrigo y Gabriela,Tamacun,,,"instrumental, kids love this",Mexico,http://www.youtube.com/watch?v=l-qgum7hFXk,,,,,,
"Rodríguez, Angel",La Negra Tomasa,,,piano version,Cuba,http://www.youtube.com/watch?v=RjpBIKgCIrc&feature=results_main&playnext=1&list=PL3489E916EC50DF51,,,,,,
"Rosa, Draco ft. Juan Luis Guerra",Esto es vida,infinitives,,,Puerto Rico/Dominican Republic,https://www.youtube.com/watch?v=zEFmCx4t1-I,,,,,,
Rosana,Mi trozo de cielo,,"negatives, nadie, nada, no ni siquiera",,Spain (Islas Canarias),http://www.youtube.com/watch?v=Y8akCz6Zh30,,,,,,
Rosario,No Dudaría,"past subjunctive, si clauses","war, peace",,Spain?,original version Antonio Flores 1980,,,,,,
Rosario ft Juan Luis Guerra,Mi Son,present indicative,"oír, traer",,Spain/Domincan Republic,http://www.youtube.com/watch?v=iHw_1ebVqhM&feature=branded,,,,,,
"Rouse, Josh",Valencia,"future, ",Valencia,cultural references for Valencia,U.S.,,,,,,,
Ruido Rosa,Miedo a caer,present progressive,,,,http://www.youtube.com/watch?feature=player_embedded&v=rs5ecH8Lh3s,,,,,,
Rulo y la contrabanda,Heridas del rock y roll,,"quién, con quién",,Spain,http://www.youtube.com/watch?v=OKUzHsmIISI,,,,,,
"Sabina, Joaquín & Serrat, Juan Manuel",Cuenta Conmigo,"past subjunctive, conditionalcontar con",,,Spain,http://www.youtube.com/watch?v=pR8VW0XDGrc,,,,,,
"Salazar, Ivan","Locked out of Heaven, spanish version",,,cover of the Bruno Mars song,,http://www.youtube.com/watch?feature=player_embedded&v=3xBX7Sc-1Sg,,,,,,
Samo,Doy un paso atrás ,preterite/imperfect/present indicative,,,México,https://www.youtube.com/watch?v=L_ha248hO2g,,,,,,
Samo,Inevitable,"preterite, present indicative, present subjunctive",,from Camila,México,https://www.youtube.com/watch?v=iWGfCGErHlo,,,,,,
Samo,Sin ti,"present progressive; present indicative: saber, ir, ver, caminar, ser, doler, querer, estar, tener, volver",,Member of the group Camila,México,http://www.youtube.com/watch?v=_lVezyvULQk,,,,,,
Samo,Tú fuiste quién,preterite and imperfect,,,México,http://www.youtube.com/watch?v=RTbs1jlsy7c,,,,,,
San Fermin,"Uno de enero, dos de febrero",,,"Pamplona, San Fermín",Spain,http://www.youtube.com/watch?v=Mxzr-YcgxKE&feature=player_embedded#!,,,,,,
San Luis,Donde andabas tú,"imperfect, preterite",,son los hermanos Castillo,Venezuela  ?,http://www.youtube.com/watch?v=zsDYa9QHw0o,,,,,,
Sandoval,"Lo sabes, lo tienes","present perfect, multiple tenses","lograr, esfuerzo, ganar, sacrificar","video contains multiple sports scenes: swimming, archery, track, weightlifting",México,http://www.youtube.com/watch?v=QtY7CijtGxM&feature=relmfu,,,,,,
Sandoval,Yo sabía,"present indicative, future",,,México,http://www.youtube.com/watch?v=DehQG-DnZgk&feature=branded,,,,,,
"Sandoval y Synteks, Alex",Por Besarte,,,,México,https://www.youtube.com/watch?feature=player_embedded&v=4CUIeU1m9Y8,,,,,,
"Santa Rosa, Gilberto y Blades, Rubén",Me cambiaron todas las preguntas,"preterite, imperfect",,,"Puerto Rico, Panamá",http://www.youtube.com/watch?v=aPhtWQjDy0w&feature=related,,,,,,
Santana,Primavera,,"primavera, nature",,"U.S., México",http://www.youtube.com/watch?v=XrB3-BnHc1g,,,,,,
"Santoalla, Gustavo",La musica de The Last of Us,,"interview, English",from The Last of Us,"Argentina, U.S.",https://www.youtube.com/watch?v=HcnXlRSVJWA,,,,,,
"Santos, Henry",Poquito a poquito,diminutives,,,Dominican Republic,http://www.youtube.com/watch?v=2Y6uAa6Jnpw,,,,,,
"Santos, Romeo ft Mario Domm",Rival,"many tenses, present participle","tormenta, tempestad","Romeo de Aventura; Mario de CamilaDominican Republic, México",,http://www.youtube.com/watch?v=6vMhhBRj-2Q&feature=branded,,,,,,
"Santos, Romeo ft. Drake",Odio,,,can't use the Drake part in high school,U.S.,https://www.youtube.com/watch?v=W8r-eIhp4j0,,,,,,
"Sanz, Alejandro",Desde cuando,"gerunds, present indicative",,easily understood,Spain,http://www.youtube.com/watch?v=LfQrm1S4K-I&feature=channel,,,,,,
"Sanz, Alejandro",Looking for Paradise,,,,Spain,duet with Alicia Keyes; http://www.youtube.com/watch?v=lwlNDuCtBrQ&feature=related,,,,,,
"Sanz, Alejandro",No me compares,multiple tenses,,,Spain,http://www.youtube.com/watch?v=vpUDf_ITZLg,,,,,,
"Sanz, Alejandro",Nuestro amor será leyenda,,,,Spain,,,,,,,
"Sarahi, Carmen","Libre Soy , Let it go",,,,México,https://www.youtube.com/watch?v=dufHRf48fig,,,,,,
Sargento García,Yo soy salsamuffin,,music,"Latin music with a Jamaican ""raggamuffin"" flavor/reggae",Colombia,http://www.youtube.com/watch?v=b4VuX10SWKI,,,,,,
"Sariñana, Ximena",Cuento,present indicative,,,Puerto Rico,,,,,,,
"Sariñana, Ximena",Frente al mar,,mar and 5 senses,"used in the movie New Moon, based on the poem by Octavio Paz",México,http://vimeo.com/9100731,,,,,,
"Sariñana, Ximena",Mediocre,,,,México,http://www.youtube.com/watch?v=eIOJcHyRPuY,,,,,,
"Sariñana, Ximena",Suerte (Lucky),"present indicative, preterite, future",,,México,duet with Jason Mraz,,,,,,
